cols;rows;colsPerRow;equalities;nzEqualities;percEqualities;percNzEqualities;inequalities;nzInequalities;nz;density;bin;genInt;integer;continuous;percInteger;percBin;nUnbounded1;percUnbounded1;nUnbounded2;percUnbounded2;rPartitioning;rPercPartitioning;rPacking;rPercPacking;rPartPacking;rPercRowsPartPacking;rCovering;rPercCovering;rCardinality;rPercCardinality;rKnapsack;rPercKnapsack;rIntegerKnapsack;rPercIntegerKnapsack;rInvKnapsack;rPercInvKnapsack;rSingleton;rPercSingleton;rAggre;rPercAggre;rPrec;rPercPrec;rVarBnd;rPercVarBnd;rBinPacking;rPercBinPacking;rMixedBin;rPercMixedBin;rGenInt;rPercGenInt;rFlowBin;rPercFlowBin;rFlowMx;rPercFlowMx;rNzRowsPartitioning;rNzPercRowsPartitioning;rNzRowsPacking;rNzPercRowsPacking;rNzrowsPartPacking;rNzpercRowsPartPacking;rNzRowsCovering;rNzPercRowsCovering;rNzRowsCardinality;rNzPercRowsCardinality;rNzRowsKnapsack;rNzPercRowsKnapsack;rNzRowsIntegerKnapsack;rNzPercRowsIntegerKnapsack;rNzRowsInvKnapsack;rNzPercRowsInvKnapsack;rNzRowsSingleton;rNzPercRowsSingleton;rNzRowsAggr;rNzPercRowsAggr;rNzRowsPrec;rNzPercRowsPrec;rNzRowsVarBnd;rNzPercRowsVarBnd;rNzRowsBinPacking;rNzPercRowsBinPacking;rNzRowsMixedBin;rNzPercRowsMixedBin;rNzRowsGenInt;rNzPercRowsGenInt;rNzRowsFlowBin;rNzPercRowsFlowBin;rNzRowsFlowMx;rNzPercRowsFlowMx;aMin;aMax;aAvg;aStdDev;aRatioLSA;aAllInt;aPercInt;aDiffVal;anShortInts;apercShortInts;objMin;objMax;objAvg;objStdDev;objRatioLSA;objAllInt;objPercInt;objDiffVal;objnShortInts;objpercShortInts;rhsMin;rhsMax;rhsAvg;rhsStdDev;rhsRatioLSA;rhsAllInt;rhsPercInt;rhsDiffVal;rhsnShortInts;rhspercShortInts;rowNzMin;rowNzMax;rowNzAvg;rowNzStdDev;colNzMin;colNzMax;colNzAvg;colNzStdDev;rowsLess4Nz;rowsLess8Nz;rowsLess16Nz;rowsLess32Nz;rowsLess64Nz;rowsLess128Nz;rowsLess256Nz;rowsLess512Nz;rowsLess1024Nz;percRowsLess4Nz;percRowsLess8Nz;percRowsLess16Nz;percRowsLess32Nz;percRowsLess64Nz;percRowsLess128Nz;percRowsLess256Nz;percRowsLess512Nz;percRowsLess1024Nz;rowsLeast4Nz;rowsLeast8Nz;rowsLeast16Nz;rowsLeast32Nz;rowsLeast64Nz;rowsLeast128Nz;rowsLeast256Nz;rowsLeast512Nz;rowsLeast1024Nz;rowsLeast2048Nz;rowsLeast4096Nz;percRowsLeast4Nz;percRowsLeast8Nz;percRowsLeast16Nz;percRowsLeast32Nz;percRowsLeast64Nz;percRowsLeast128Nz;percRowsLeast256Nz;percRowsLeast512Nz;percRowsLeast1024Nz;percRowsLeast2048Nz;percRowsLeast4096Nz;colsLess4Nz;colsLess8Nz;colsLess16Nz;colsLess32Nz;colsLess64Nz;colsLess128Nz;colsLess256Nz;colsLess512Nz;colsLess1024Nz;percColsLess4Nz;percColsLess8Nz;percColsLess16Nz;percColsLess32Nz;percColsLess64Nz;percColsLess128Nz;percColsLess256Nz;percColsLess512Nz;percColsLess1024Nz;colsLeast4Nz;colsLeast8Nz;colsLeast16Nz;colsLeast32Nz;colsLeast64Nz;colsLeast128Nz;colsLeast256Nz;colsLeast512Nz;colsLeast1024Nz;colsLeast2048Nz;colsLeast4096Nz;percColsLeast4Nz;percColsLeast8Nz;perccolsLeast16Nz;perccolsLeast32Nz;perccolsLeast64Nz;perccolsLeast128Nz;perccolsLeast256Nz;perccolsLeast512Nz;perccolsLeast1024Nz;perccolsLeast2048Nz;perccolsLeast4096Nz;instance;relax_iteration;nonzeros;pct_nonzeros;unsatisfied_var;pct_unsatisfied_var;cut_type;n_variables_coef_nonzero;abs_minor_absolute_coef;minor_absolute_coef;abs_major_absolute_coef;major_absolute_coef;abs_ratio_minor_major_coef;abs_rhs;rhs;sense;diff;label
10250.0;3522.0;2.9102782509937537;1002.0;166010.0;0.0;81.37745098039215;2520.0;37990.0;204000.0;0.565089126189388;10230.0;20.0;10250.0;0.0;100.0;99.8048780487805;0.0;0.0;0.0;0.0;632.0;17.94434980124929;1410.0;40.03407155025553;0.0;0.0;0.0;0.0;40.0;1.135718341851221;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.2839295854628052;0.0;0.0;0.0;0.0;0.0;0.0;260.0;7.382169222032936;0.0;0.0;20.0;0.5678591709256104;280.0;0.0;0.0;0.0;123640.0;60.6078431372549;30600.0;15.0;154240.0;75.6078431372549;0.0;0.0;400.0;0.19607843137254902;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.004901960784313725;0.0;0.0;0.0;0.0;0.0;0.0;1040.0;0.5098039215686275;0.0;0.0;2260.0;1.107843137254902;41720.0;20.45098039215686;0.0;0.0;-1.0;1.0;0.5762745098039216;0.8172561956634234;1.0;0.0;21.18627450980392;2.0;43220.0;21.18627450980392;0.0;26.0;4.335414634146342;5.631330861093398;26.0;0.0;0.0;27.0;0.0;0.0;0.0;16.0;0.8915388983532084;0.8929924456559301;16.0;0.0;0.0;8.0;0.0;0.0;1.0;420.0;57.921635434412266;93.78210996028527;0.0;56.0;0.0;24.290598402091852;1190.0;1330.0;1602.0;2702.0;2762.0;2922.0;3342.0;3522.0;3522.0;33.78762067007382;37.7626348665531;45.4855195911414;76.71777399204997;78.4213515048268;82.96422487223168;94.8892674616695;100.0;100.0;2922.0;2192.0;1920.0;860.0;760.0;600.0;180.0;0.0;0.0;0.0;0.0;82.96422487223168;62.23736513344691;54.5144804088586;24.41794434980125;21.578648495173198;17.035775127768314;5.110732538330494;0.0;0.0;0.0;0.0;990.0;2650.0;5230.0;8190.0;10250.0;10250.0;10250.0;10250.0;10250.0;9.658536585365853;25.853658536585368;51.02439024390244;79.90243902439025;100.0;100.0;100.0;100.0;100.0;9360.0;8130.0;5510.0;2320.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.31707317073172;79.31707317073172;53.75609756097561;22.634146341463417;0.0;0.0;0.0;0.0;0.0;0.0;0.0;nursesched-sprint02;0;637;0.062146;577;0.056293;GOMORY;192;-4.0;4.0;2.0;2.0;2.0;-6.0;6.0;<;-4.000000000000003;1
10250.0;3522.0;2.9102782509937537;1002.0;166010.0;0.0;81.37745098039215;2520.0;37990.0;204000.0;0.565089126189388;10230.0;20.0;10250.0;0.0;100.0;99.8048780487805;0.0;0.0;0.0;0.0;632.0;17.94434980124929;1410.0;40.03407155025553;0.0;0.0;0.0;0.0;40.0;1.135718341851221;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.2839295854628052;0.0;0.0;0.0;0.0;0.0;0.0;260.0;7.382169222032936;0.0;0.0;20.0;0.5678591709256104;280.0;0.0;0.0;0.0;123640.0;60.6078431372549;30600.0;15.0;154240.0;75.6078431372549;0.0;0.0;400.0;0.19607843137254902;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.004901960784313725;0.0;0.0;0.0;0.0;0.0;0.0;1040.0;0.5098039215686275;0.0;0.0;2260.0;1.107843137254902;41720.0;20.45098039215686;0.0;0.0;-1.0;1.0;0.5762745098039216;0.8172561956634234;1.0;0.0;21.18627450980392;2.0;43220.0;21.18627450980392;0.0;26.0;4.335414634146342;5.631330861093398;26.0;0.0;0.0;27.0;0.0;0.0;0.0;16.0;0.8915388983532084;0.8929924456559301;16.0;0.0;0.0;8.0;0.0;0.0;1.0;420.0;57.921635434412266;93.78210996028527;0.0;56.0;0.0;24.290598402091852;1190.0;1330.0;1602.0;2702.0;2762.0;2922.0;3342.0;3522.0;3522.0;33.78762067007382;37.7626348665531;45.4855195911414;76.71777399204997;78.4213515048268;82.96422487223168;94.8892674616695;100.0;100.0;2922.0;2192.0;1920.0;860.0;760.0;600.0;180.0;0.0;0.0;0.0;0.0;82.96422487223168;62.23736513344691;54.5144804088586;24.41794434980125;21.578648495173198;17.035775127768314;5.110732538330494;0.0;0.0;0.0;0.0;990.0;2650.0;5230.0;8190.0;10250.0;10250.0;10250.0;10250.0;10250.0;9.658536585365853;25.853658536585368;51.02439024390244;79.90243902439025;100.0;100.0;100.0;100.0;100.0;9360.0;8130.0;5510.0;2320.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.31707317073172;79.31707317073172;53.75609756097561;22.634146341463417;0.0;0.0;0.0;0.0;0.0;0.0;0.0;nursesched-sprint02;0;637;0.062146;577;0.056293;GOMORY;209;-4.0;4.0;2.0;2.0;2.0;-6.0;6.0;<;-4.000000000000003;1
10250.0;3522.0;2.9102782509937537;1002.0;166010.0;0.0;81.37745098039215;2520.0;37990.0;204000.0;0.565089126189388;10230.0;20.0;10250.0;0.0;100.0;99.8048780487805;0.0;0.0;0.0;0.0;632.0;17.94434980124929;1410.0;40.03407155025553;0.0;0.0;0.0;0.0;40.0;1.135718341851221;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.2839295854628052;0.0;0.0;0.0;0.0;0.0;0.0;260.0;7.382169222032936;0.0;0.0;20.0;0.5678591709256104;280.0;0.0;0.0;0.0;123640.0;60.6078431372549;30600.0;15.0;154240.0;75.6078431372549;0.0;0.0;400.0;0.19607843137254902;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.004901960784313725;0.0;0.0;0.0;0.0;0.0;0.0;1040.0;0.5098039215686275;0.0;0.0;2260.0;1.107843137254902;41720.0;20.45098039215686;0.0;0.0;-1.0;1.0;0.5762745098039216;0.8172561956634234;1.0;0.0;21.18627450980392;2.0;43220.0;21.18627450980392;0.0;26.0;4.335414634146342;5.631330861093398;26.0;0.0;0.0;27.0;0.0;0.0;0.0;16.0;0.8915388983532084;0.8929924456559301;16.0;0.0;0.0;8.0;0.0;0.0;1.0;420.0;57.921635434412266;93.78210996028527;0.0;56.0;0.0;24.290598402091852;1190.0;1330.0;1602.0;2702.0;2762.0;2922.0;3342.0;3522.0;3522.0;33.78762067007382;37.7626348665531;45.4855195911414;76.71777399204997;78.4213515048268;82.96422487223168;94.8892674616695;100.0;100.0;2922.0;2192.0;1920.0;860.0;760.0;600.0;180.0;0.0;0.0;0.0;0.0;82.96422487223168;62.23736513344691;54.5144804088586;24.41794434980125;21.578648495173198;17.035775127768314;5.110732538330494;0.0;0.0;0.0;0.0;990.0;2650.0;5230.0;8190.0;10250.0;10250.0;10250.0;10250.0;10250.0;9.658536585365853;25.853658536585368;51.02439024390244;79.90243902439025;100.0;100.0;100.0;100.0;100.0;9360.0;8130.0;5510.0;2320.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.31707317073172;79.31707317073172;53.75609756097561;22.634146341463417;0.0;0.0;0.0;0.0;0.0;0.0;0.0;nursesched-sprint02;0;637;0.062146;577;0.056293;GOMORY;421;-2.0;2.0;1.0;1.0;2.0;-2.0;2.0;<;-4.440892098500626e-16;1
10250.0;3522.0;2.9102782509937537;1002.0;166010.0;0.0;81.37745098039215;2520.0;37990.0;204000.0;0.565089126189388;10230.0;20.0;10250.0;0.0;100.0;99.8048780487805;0.0;0.0;0.0;0.0;632.0;17.94434980124929;1410.0;40.03407155025553;0.0;0.0;0.0;0.0;40.0;1.135718341851221;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.2839295854628052;0.0;0.0;0.0;0.0;0.0;0.0;260.0;7.382169222032936;0.0;0.0;20.0;0.5678591709256104;280.0;0.0;0.0;0.0;123640.0;60.6078431372549;30600.0;15.0;154240.0;75.6078431372549;0.0;0.0;400.0;0.19607843137254902;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.004901960784313725;0.0;0.0;0.0;0.0;0.0;0.0;1040.0;0.5098039215686275;0.0;0.0;2260.0;1.107843137254902;41720.0;20.45098039215686;0.0;0.0;-1.0;1.0;0.5762745098039216;0.8172561956634234;1.0;0.0;21.18627450980392;2.0;43220.0;21.18627450980392;0.0;26.0;4.335414634146342;5.631330861093398;26.0;0.0;0.0;27.0;0.0;0.0;0.0;16.0;0.8915388983532084;0.8929924456559301;16.0;0.0;0.0;8.0;0.0;0.0;1.0;420.0;57.921635434412266;93.78210996028527;0.0;56.0;0.0;24.290598402091852;1190.0;1330.0;1602.0;2702.0;2762.0;2922.0;3342.0;3522.0;3522.0;33.78762067007382;37.7626348665531;45.4855195911414;76.71777399204997;78.4213515048268;82.96422487223168;94.8892674616695;100.0;100.0;2922.0;2192.0;1920.0;860.0;760.0;600.0;180.0;0.0;0.0;0.0;0.0;82.96422487223168;62.23736513344691;54.5144804088586;24.41794434980125;21.578648495173198;17.035775127768314;5.110732538330494;0.0;0.0;0.0;0.0;990.0;2650.0;5230.0;8190.0;10250.0;10250.0;10250.0;10250.0;10250.0;9.658536585365853;25.853658536585368;51.02439024390244;79.90243902439025;100.0;100.0;100.0;100.0;100.0;9360.0;8130.0;5510.0;2320.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.31707317073172;79.31707317073172;53.75609756097561;22.634146341463417;0.0;0.0;0.0;0.0;0.0;0.0;0.0;nursesched-sprint02;0;637;0.062146;577;0.056293;GOMORY;289;-6.0;6.0;3.0;3.0;2.0;-0.0;0.0;<;0.0;1
10250.0;3522.0;2.9102782509937537;1002.0;166010.0;0.0;81.37745098039215;2520.0;37990.0;204000.0;0.565089126189388;10230.0;20.0;10250.0;0.0;100.0;99.8048780487805;0.0;0.0;0.0;0.0;632.0;17.94434980124929;1410.0;40.03407155025553;0.0;0.0;0.0;0.0;40.0;1.135718341851221;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.2839295854628052;0.0;0.0;0.0;0.0;0.0;0.0;260.0;7.382169222032936;0.0;0.0;20.0;0.5678591709256104;280.0;0.0;0.0;0.0;123640.0;60.6078431372549;30600.0;15.0;154240.0;75.6078431372549;0.0;0.0;400.0;0.19607843137254902;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.004901960784313725;0.0;0.0;0.0;0.0;0.0;0.0;1040.0;0.5098039215686275;0.0;0.0;2260.0;1.107843137254902;41720.0;20.45098039215686;0.0;0.0;-1.0;1.0;0.5762745098039216;0.8172561956634234;1.0;0.0;21.18627450980392;2.0;43220.0;21.18627450980392;0.0;26.0;4.335414634146342;5.631330861093398;26.0;0.0;0.0;27.0;0.0;0.0;0.0;16.0;0.8915388983532084;0.8929924456559301;16.0;0.0;0.0;8.0;0.0;0.0;1.0;420.0;57.921635434412266;93.78210996028527;0.0;56.0;0.0;24.290598402091852;1190.0;1330.0;1602.0;2702.0;2762.0;2922.0;3342.0;3522.0;3522.0;33.78762067007382;37.7626348665531;45.4855195911414;76.71777399204997;78.4213515048268;82.96422487223168;94.8892674616695;100.0;100.0;2922.0;2192.0;1920.0;860.0;760.0;600.0;180.0;0.0;0.0;0.0;0.0;82.96422487223168;62.23736513344691;54.5144804088586;24.41794434980125;21.578648495173198;17.035775127768314;5.110732538330494;0.0;0.0;0.0;0.0;990.0;2650.0;5230.0;8190.0;10250.0;10250.0;10250.0;10250.0;10250.0;9.658536585365853;25.853658536585368;51.02439024390244;79.90243902439025;100.0;100.0;100.0;100.0;100.0;9360.0;8130.0;5510.0;2320.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.31707317073172;79.31707317073172;53.75609756097561;22.634146341463417;0.0;0.0;0.0;0.0;0.0;0.0;0.0;nursesched-sprint02;0;637;0.062146;577;0.056293;GOMORY;58;-2.0;2.0;1.0;1.0;2.0;-0.0;0.0;<;1.1102230246251565e-16;1
10250.0;3522.0;2.9102782509937537;1002.0;166010.0;0.0;81.37745098039215;2520.0;37990.0;204000.0;0.565089126189388;10230.0;20.0;10250.0;0.0;100.0;99.8048780487805;0.0;0.0;0.0;0.0;632.0;17.94434980124929;1410.0;40.03407155025553;0.0;0.0;0.0;0.0;40.0;1.135718341851221;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.2839295854628052;0.0;0.0;0.0;0.0;0.0;0.0;260.0;7.382169222032936;0.0;0.0;20.0;0.5678591709256104;280.0;0.0;0.0;0.0;123640.0;60.6078431372549;30600.0;15.0;154240.0;75.6078431372549;0.0;0.0;400.0;0.19607843137254902;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.004901960784313725;0.0;0.0;0.0;0.0;0.0;0.0;1040.0;0.5098039215686275;0.0;0.0;2260.0;1.107843137254902;41720.0;20.45098039215686;0.0;0.0;-1.0;1.0;0.5762745098039216;0.8172561956634234;1.0;0.0;21.18627450980392;2.0;43220.0;21.18627450980392;0.0;26.0;4.335414634146342;5.631330861093398;26.0;0.0;0.0;27.0;0.0;0.0;0.0;16.0;0.8915388983532084;0.8929924456559301;16.0;0.0;0.0;8.0;0.0;0.0;1.0;420.0;57.921635434412266;93.78210996028527;0.0;56.0;0.0;24.290598402091852;1190.0;1330.0;1602.0;2702.0;2762.0;2922.0;3342.0;3522.0;3522.0;33.78762067007382;37.7626348665531;45.4855195911414;76.71777399204997;78.4213515048268;82.96422487223168;94.8892674616695;100.0;100.0;2922.0;2192.0;1920.0;860.0;760.0;600.0;180.0;0.0;0.0;0.0;0.0;82.96422487223168;62.23736513344691;54.5144804088586;24.41794434980125;21.578648495173198;17.035775127768314;5.110732538330494;0.0;0.0;0.0;0.0;990.0;2650.0;5230.0;8190.0;10250.0;10250.0;10250.0;10250.0;10250.0;9.658536585365853;25.853658536585368;51.02439024390244;79.90243902439025;100.0;100.0;100.0;100.0;100.0;9360.0;8130.0;5510.0;2320.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.31707317073172;79.31707317073172;53.75609756097561;22.634146341463417;0.0;0.0;0.0;0.0;0.0;0.0;0.0;nursesched-sprint02;0;637;0.062146;577;0.056293;GOMORY;489;-6.0;6.0;5.0;5.0;1.2;-3.0;3.0;<;-6.0;1
10250.0;3522.0;2.9102782509937537;1002.0;166010.0;0.0;81.37745098039215;2520.0;37990.0;204000.0;0.565089126189388;10230.0;20.0;10250.0;0.0;100.0;99.8048780487805;0.0;0.0;0.0;0.0;632.0;17.94434980124929;1410.0;40.03407155025553;0.0;0.0;0.0;0.0;40.0;1.135718341851221;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.2839295854628052;0.0;0.0;0.0;0.0;0.0;0.0;260.0;7.382169222032936;0.0;0.0;20.0;0.5678591709256104;280.0;0.0;0.0;0.0;123640.0;60.6078431372549;30600.0;15.0;154240.0;75.6078431372549;0.0;0.0;400.0;0.19607843137254902;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.004901960784313725;0.0;0.0;0.0;0.0;0.0;0.0;1040.0;0.5098039215686275;0.0;0.0;2260.0;1.107843137254902;41720.0;20.45098039215686;0.0;0.0;-1.0;1.0;0.5762745098039216;0.8172561956634234;1.0;0.0;21.18627450980392;2.0;43220.0;21.18627450980392;0.0;26.0;4.335414634146342;5.631330861093398;26.0;0.0;0.0;27.0;0.0;0.0;0.0;16.0;0.8915388983532084;0.8929924456559301;16.0;0.0;0.0;8.0;0.0;0.0;1.0;420.0;57.921635434412266;93.78210996028527;0.0;56.0;0.0;24.290598402091852;1190.0;1330.0;1602.0;2702.0;2762.0;2922.0;3342.0;3522.0;3522.0;33.78762067007382;37.7626348665531;45.4855195911414;76.71777399204997;78.4213515048268;82.96422487223168;94.8892674616695;100.0;100.0;2922.0;2192.0;1920.0;860.0;760.0;600.0;180.0;0.0;0.0;0.0;0.0;82.96422487223168;62.23736513344691;54.5144804088586;24.41794434980125;21.578648495173198;17.035775127768314;5.110732538330494;0.0;0.0;0.0;0.0;990.0;2650.0;5230.0;8190.0;10250.0;10250.0;10250.0;10250.0;10250.0;9.658536585365853;25.853658536585368;51.02439024390244;79.90243902439025;100.0;100.0;100.0;100.0;100.0;9360.0;8130.0;5510.0;2320.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.31707317073172;79.31707317073172;53.75609756097561;22.634146341463417;0.0;0.0;0.0;0.0;0.0;0.0;0.0;nursesched-sprint02;0;637;0.062146;577;0.056293;GOMORY;182;-4.0;4.0;2.0;2.0;2.0;-4.0;4.0;<;-4.000000000000003;1
10250.0;3522.0;2.9102782509937537;1002.0;166010.0;0.0;81.37745098039215;2520.0;37990.0;204000.0;0.565089126189388;10230.0;20.0;10250.0;0.0;100.0;99.8048780487805;0.0;0.0;0.0;0.0;632.0;17.94434980124929;1410.0;40.03407155025553;0.0;0.0;0.0;0.0;40.0;1.135718341851221;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.2839295854628052;0.0;0.0;0.0;0.0;0.0;0.0;260.0;7.382169222032936;0.0;0.0;20.0;0.5678591709256104;280.0;0.0;0.0;0.0;123640.0;60.6078431372549;30600.0;15.0;154240.0;75.6078431372549;0.0;0.0;400.0;0.19607843137254902;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.004901960784313725;0.0;0.0;0.0;0.0;0.0;0.0;1040.0;0.5098039215686275;0.0;0.0;2260.0;1.107843137254902;41720.0;20.45098039215686;0.0;0.0;-1.0;1.0;0.5762745098039216;0.8172561956634234;1.0;0.0;21.18627450980392;2.0;43220.0;21.18627450980392;0.0;26.0;4.335414634146342;5.631330861093398;26.0;0.0;0.0;27.0;0.0;0.0;0.0;16.0;0.8915388983532084;0.8929924456559301;16.0;0.0;0.0;8.0;0.0;0.0;1.0;420.0;57.921635434412266;93.78210996028527;0.0;56.0;0.0;24.290598402091852;1190.0;1330.0;1602.0;2702.0;2762.0;2922.0;3342.0;3522.0;3522.0;33.78762067007382;37.7626348665531;45.4855195911414;76.71777399204997;78.4213515048268;82.96422487223168;94.8892674616695;100.0;100.0;2922.0;2192.0;1920.0;860.0;760.0;600.0;180.0;0.0;0.0;0.0;0.0;82.96422487223168;62.23736513344691;54.5144804088586;24.41794434980125;21.578648495173198;17.035775127768314;5.110732538330494;0.0;0.0;0.0;0.0;990.0;2650.0;5230.0;8190.0;10250.0;10250.0;10250.0;10250.0;10250.0;9.658536585365853;25.853658536585368;51.02439024390244;79.90243902439025;100.0;100.0;100.0;100.0;100.0;9360.0;8130.0;5510.0;2320.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.31707317073172;79.31707317073172;53.75609756097561;22.634146341463417;0.0;0.0;0.0;0.0;0.0;0.0;0.0;nursesched-sprint02;0;637;0.062146;577;0.056293;GOMORY;177;-4.0;4.0;2.0;2.0;2.0;-4.0;4.0;<;-4.000000000000003;1
10250.0;3522.0;2.9102782509937537;1002.0;166010.0;0.0;81.37745098039215;2520.0;37990.0;204000.0;0.565089126189388;10230.0;20.0;10250.0;0.0;100.0;99.8048780487805;0.0;0.0;0.0;0.0;632.0;17.94434980124929;1410.0;40.03407155025553;0.0;0.0;0.0;0.0;40.0;1.135718341851221;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.2839295854628052;0.0;0.0;0.0;0.0;0.0;0.0;260.0;7.382169222032936;0.0;0.0;20.0;0.5678591709256104;280.0;0.0;0.0;0.0;123640.0;60.6078431372549;30600.0;15.0;154240.0;75.6078431372549;0.0;0.0;400.0;0.19607843137254902;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.004901960784313725;0.0;0.0;0.0;0.0;0.0;0.0;1040.0;0.5098039215686275;0.0;0.0;2260.0;1.107843137254902;41720.0;20.45098039215686;0.0;0.0;-1.0;1.0;0.5762745098039216;0.8172561956634234;1.0;0.0;21.18627450980392;2.0;43220.0;21.18627450980392;0.0;26.0;4.335414634146342;5.631330861093398;26.0;0.0;0.0;27.0;0.0;0.0;0.0;16.0;0.8915388983532084;0.8929924456559301;16.0;0.0;0.0;8.0;0.0;0.0;1.0;420.0;57.921635434412266;93.78210996028527;0.0;56.0;0.0;24.290598402091852;1190.0;1330.0;1602.0;2702.0;2762.0;2922.0;3342.0;3522.0;3522.0;33.78762067007382;37.7626348665531;45.4855195911414;76.71777399204997;78.4213515048268;82.96422487223168;94.8892674616695;100.0;100.0;2922.0;2192.0;1920.0;860.0;760.0;600.0;180.0;0.0;0.0;0.0;0.0;82.96422487223168;62.23736513344691;54.5144804088586;24.41794434980125;21.578648495173198;17.035775127768314;5.110732538330494;0.0;0.0;0.0;0.0;990.0;2650.0;5230.0;8190.0;10250.0;10250.0;10250.0;10250.0;10250.0;9.658536585365853;25.853658536585368;51.02439024390244;79.90243902439025;100.0;100.0;100.0;100.0;100.0;9360.0;8130.0;5510.0;2320.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.31707317073172;79.31707317073172;53.75609756097561;22.634146341463417;0.0;0.0;0.0;0.0;0.0;0.0;0.0;nursesched-sprint02;0;637;0.062146;577;0.056293;GOMORY;178;-4.0;4.0;2.0;2.0;2.0;-4.0;4.0;<;-4.000000000000003;1
10250.0;3522.0;2.9102782509937537;1002.0;166010.0;0.0;81.37745098039215;2520.0;37990.0;204000.0;0.565089126189388;10230.0;20.0;10250.0;0.0;100.0;99.8048780487805;0.0;0.0;0.0;0.0;632.0;17.94434980124929;1410.0;40.03407155025553;0.0;0.0;0.0;0.0;40.0;1.135718341851221;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.2839295854628052;0.0;0.0;0.0;0.0;0.0;0.0;260.0;7.382169222032936;0.0;0.0;20.0;0.5678591709256104;280.0;0.0;0.0;0.0;123640.0;60.6078431372549;30600.0;15.0;154240.0;75.6078431372549;0.0;0.0;400.0;0.19607843137254902;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.004901960784313725;0.0;0.0;0.0;0.0;0.0;0.0;1040.0;0.5098039215686275;0.0;0.0;2260.0;1.107843137254902;41720.0;20.45098039215686;0.0;0.0;-1.0;1.0;0.5762745098039216;0.8172561956634234;1.0;0.0;21.18627450980392;2.0;43220.0;21.18627450980392;0.0;26.0;4.335414634146342;5.631330861093398;26.0;0.0;0.0;27.0;0.0;0.0;0.0;16.0;0.8915388983532084;0.8929924456559301;16.0;0.0;0.0;8.0;0.0;0.0;1.0;420.0;57.921635434412266;93.78210996028527;0.0;56.0;0.0;24.290598402091852;1190.0;1330.0;1602.0;2702.0;2762.0;2922.0;3342.0;3522.0;3522.0;33.78762067007382;37.7626348665531;45.4855195911414;76.71777399204997;78.4213515048268;82.96422487223168;94.8892674616695;100.0;100.0;2922.0;2192.0;1920.0;860.0;760.0;600.0;180.0;0.0;0.0;0.0;0.0;82.96422487223168;62.23736513344691;54.5144804088586;24.41794434980125;21.578648495173198;17.035775127768314;5.110732538330494;0.0;0.0;0.0;0.0;990.0;2650.0;5230.0;8190.0;10250.0;10250.0;10250.0;10250.0;10250.0;9.658536585365853;25.853658536585368;51.02439024390244;79.90243902439025;100.0;100.0;100.0;100.0;100.0;9360.0;8130.0;5510.0;2320.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;91.31707317073172;79.31707317073172;53.75609756097561;22.634146341463417;0.0;0.0;0.0;0.0;0.0;0.0;0.0;nursesched-sprint02;0;637;0.062146;577;0.056293;GOMORY;206;-2.0;2.0;1.0;1.0;2.0;-1.0;1.0;<;-4.440892098500626e-16;1
